gutenberg_id,short_title,gutenberg_title,genre,year,author,section,class,act,scene,character,line_number,word
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1101,me
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1101,o
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1101,perilous
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1101,mouths
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1102,that
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1102,bear
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1102,in
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1102,them
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1102,one
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1102,and
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1102,the
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1102,self
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1102,same
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1102,tongue
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1103,either
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1103,of
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1103,condemnation
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1103,or
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1103,approof
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1104,bidding
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1104,the
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1104,law
1530,Measure for Measure,MEASURE FOR MEASURE,Comedy,1604,William Shakespeare,contents,dialogue,ACT II,SCENE IV,ISABELLA,1104,make
