short_title,gutenberg_title,genre,year,author,section,class,act,scene,character,line_number,text
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,TRANIO
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,BIONDELLO
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,Servants to Petruchio
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,GRUMIO
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,CURTIS
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"PEDANT, set up to personate Vincentio"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,Daughters to Baptista
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"KATHERINA, the shrew"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,BIANCA
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,WIDOW
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"Tailor, Haberdasher, and Servants attending on Baptista and Petruchio"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"SCENE: Sometimes in Padua, and sometimes in Petruchio’s house in the"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,country.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,INDUCTION
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,SCENE I. Before an alehouse on a heath.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,Enter Hostess and Sly
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,SLY.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"I’ll pheeze you, in faith."
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,HOSTESS.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"A pair of stocks, you rogue!"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,SLY.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,Y’are a baggage; the Slys are no rogues; look in the chronicles: we
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"came in with Richard Conqueror. Therefore, paucas pallabris; let the"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,world slide. Sessa!
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,HOSTESS.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,You will not pay for the glasses you have burst?
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,SLY.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"No, not a denier. Go by, Saint Jeronimy, go to thy cold bed and warm"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,thee.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,HOSTESS.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,I know my remedy; I must go fetch the third-borough.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,[Exit]
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,SLY.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"Third, or fourth, or fifth borough, I’ll answer him by law. I’ll not"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"budge an inch, boy: let him come, and kindly."
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"[Lies down on the ground, and falls asleep.]"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"Horns winded. Enter a Lord from hunting, with Huntsmen and Servants."
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,LORD.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"Huntsman, I charge thee, tender well my hounds;"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"Brach Merriman, the poor cur is emboss’d,"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,And couple Clowder with the deep-mouth’d brach.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"Saw’st thou not, boy, how Silver made it good"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"At the hedge-corner, in the coldest fault?"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,I would not lose the dog for twenty pound.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,FIRST HUNTSMAN.
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"Why, Bellman is as good as he, my lord;"
Taming of the Shrew,THE TAMING OF THE SHREW,Comedy,1592,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"He cried upon it at the merest loss,"
