play,character
love_s_labour_s_lost_tokens,KATHARINE
love_s_labour_s_lost_tokens,KING
love_s_labour_s_lost_tokens,LONGAVILLE
love_s_labour_s_lost_tokens,LORD
love_s_labour_s_lost_tokens,MARIA
love_s_labour_s_lost_tokens,MOTH
love_s_labour_s_lost_tokens,NATHANIEL
love_s_labour_s_lost_tokens,PRINCESS
love_s_labour_s_lost_tokens,ROSALINE
macbeth_tokens,ANGUS
macbeth_tokens,APPARITION
macbeth_tokens,BANQUO
macbeth_tokens,CAITHNESS
macbeth_tokens,DOCTOR
macbeth_tokens,DONALBAIN
macbeth_tokens,DUNCAN
macbeth_tokens,FIRST MURDERER
macbeth_tokens,FIRST WITCH
macbeth_tokens,FLEANCE
macbeth_tokens,GENTLEWOMAN
macbeth_tokens,HECATE
macbeth_tokens,LADY MACBETH
macbeth_tokens,LADY MACDUFF
macbeth_tokens,LENNOX
macbeth_tokens,LORD
macbeth_tokens,LORDS
macbeth_tokens,MACBETH
macbeth_tokens,MACDUFF
macbeth_tokens,MALCOLM
macbeth_tokens,MENTEITH
macbeth_tokens,MESSENGER
macbeth_tokens,MURDERER
macbeth_tokens,OLD MAN
macbeth_tokens,PORTER
macbeth_tokens,ROSS
macbeth_tokens,SECOND MURDERER
macbeth_tokens,SECOND WITCH
macbeth_tokens,SERVANT
macbeth_tokens,SEYTON
macbeth_tokens,SIWARD
macbeth_tokens,SOLDIER
macbeth_tokens,SOLDIERS
macbeth_tokens,SON
macbeth_tokens,THIRD MURDERER
macbeth_tokens,THIRD WITCH
macbeth_tokens,YOUNG SIWARD
measure_for_measure_tokens,ABHORSON
measure_for_measure_tokens,ANGELO
measure_for_measure_tokens,BARNARDINE
measure_for_measure_tokens,BAWD
measure_for_measure_tokens,CLAUDIO
measure_for_measure_tokens,DUKE
measure_for_measure_tokens,ELBOW
measure_for_measure_tokens,ESCALUS
measure_for_measure_tokens,FIRST GENTLEMAN
measure_for_measure_tokens,FRANCISCA
measure_for_measure_tokens,FRIAR PETER
measure_for_measure_tokens,FRIAR THOMAS
measure_for_measure_tokens,FROTH
measure_for_measure_tokens,ISABELLA
measure_for_measure_tokens,JULIET
measure_for_measure_tokens,JUSTICE
measure_for_measure_tokens,LUCIO
measure_for_measure_tokens,MARIANA
measure_for_measure_tokens,MESSENGER
measure_for_measure_tokens,POMPEY
measure_for_measure_tokens,PROVOST
measure_for_measure_tokens,SECOND GENTLEMAN
measure_for_measure_tokens,SERVANT
measure_for_measure_tokens,SONG
merchant_of_venice_tokens,ANTONIO
merchant_of_venice_tokens,ARRAGON
merchant_of_venice_tokens,BALTHAZAR
merchant_of_venice_tokens,BASSANIO
merchant_of_venice_tokens,DUKE
merchant_of_venice_tokens,DUKE OF VENICE
merchant_of_venice_tokens,GOBBO
merchant_of_venice_tokens,GRATIANO
merchant_of_venice_tokens,JESSICA
merchant_of_venice_tokens,LAUNCELET
merchant_of_venice_tokens,LEONARDO
merchant_of_venice_tokens,LORENZO
merchant_of_venice_tokens,MESSENGER
merchant_of_venice_tokens,NERISSA
merchant_of_venice_tokens,PORTIA
merchant_of_venice_tokens,PRINCE OF MOROCCO
merchant_of_venice_tokens,SALARINO
merchant_of_venice_tokens,SALERIO
merchant_of_venice_tokens,SERVANT
merchant_of_venice_tokens,SERVINGMAN
merchant_of_venice_tokens,SHYLOCK
merchant_of_venice_tokens,SOLANIO
merchant_of_venice_tokens,STEPHANO
merchant_of_venice_tokens,TUBAL
merry_wives_of_windsor_tokens,ANNE
merry_wives_of_windsor_tokens,BARDOLPH
merry_wives_of_windsor_tokens,CAIUS
merry_wives_of_windsor_tokens,EVANS
merry_wives_of_windsor_tokens,FALSTAFF
merry_wives_of_windsor_tokens,FENTON
merry_wives_of_windsor_tokens,FORD
merry_wives_of_windsor_tokens,HOST
merry_wives_of_windsor_tokens,JOHN
merry_wives_of_windsor_tokens,MISTRESS FORD
merry_wives_of_windsor_tokens,MISTRESS PAGE
merry_wives_of_windsor_tokens,MISTRESS QUICKLY
merry_wives_of_windsor_tokens,NYM
merry_wives_of_windsor_tokens,PAGE
merry_wives_of_windsor_tokens,PISTOL
merry_wives_of_windsor_tokens,ROBERT
merry_wives_of_windsor_tokens,ROBIN
merry_wives_of_windsor_tokens,RUGBY
merry_wives_of_windsor_tokens,SHALLOW
merry_wives_of_windsor_tokens,SIMPLE
merry_wives_of_windsor_tokens,SLENDER
merry_wives_of_windsor_tokens,SONG
merry_wives_of_windsor_tokens,WILLIAM
much_ado_about_nothing_tokens,A LORD
much_ado_about_nothing_tokens,ANTONIO
much_ado_about_nothing_tokens,BALTHASAR
much_ado_about_nothing_tokens,BEATRICE
much_ado_about_nothing_tokens,BENEDICK
much_ado_about_nothing_tokens,BORACHIO
much_ado_about_nothing_tokens,BOY
much_ado_about_nothing_tokens,CLAUDIO
much_ado_about_nothing_tokens,CONRADE
much_ado_about_nothing_tokens,DOGBERRY
much_ado_about_nothing_tokens,DON JOHN
much_ado_about_nothing_tokens,DON PEDRO
much_ado_about_nothing_tokens,FIRST WATCH
much_ado_about_nothing_tokens,FRIAR
much_ado_about_nothing_tokens,HERO
much_ado_about_nothing_tokens,LEONATO
much_ado_about_nothing_tokens,MARGARET
much_ado_about_nothing_tokens,MESSENGER
much_ado_about_nothing_tokens,SECOND WATCH
much_ado_about_nothing_tokens,SEXTON
much_ado_about_nothing_tokens,URSULA
much_ado_about_nothing_tokens,VERGES
much_ado_about_nothing_tokens,WATCH
othello_tokens,BIANCA
othello_tokens,BRABANTIO
othello_tokens,CASSIO
othello_tokens,CLOWN
othello_tokens,DESDEMONA
othello_tokens,DUKE
othello_tokens,EMILIA
othello_tokens,FIRST GENTLEMAN
othello_tokens,FIRST MUSICIAN
othello_tokens,FIRST SENATOR
othello_tokens,GENTLEMEN
othello_tokens,GRATIANO
othello_tokens,HERALD
othello_tokens,IAGO
othello_tokens,LODOVICO
othello_tokens,MESSENGER
othello_tokens,MONTANO
othello_tokens,OFFICER
othello_tokens,OTHELLO
othello_tokens,RODERIGO
othello_tokens,SAILOR
othello_tokens,SECOND GENTLEMAN
othello_tokens,SECOND SENATOR
othello_tokens,SENATORS
othello_tokens,THIRD GENTLEMAN
pericles_tokens,ANTIOCHUS
pericles_tokens,BAWD
pericles_tokens,BOULT
pericles_tokens,CERIMON
pericles_tokens,CLEON
pericles_tokens,DAUGHTER
pericles_tokens,DIANA
pericles_tokens,DIONYZA
pericles_tokens,ESCANES
pericles_tokens,FIRST FISHERMAN
pericles_tokens,FIRST GENTLEMAN
pericles_tokens,FIRST KNIGHT
pericles_tokens,FIRST LORD
pericles_tokens,FIRST PIRATE
pericles_tokens,FIRST SAILOR
pericles_tokens,FIRST SERVANT
pericles_tokens,GOWER
pericles_tokens,HELCANUS
pericles_tokens,HELICANUS
pericles_tokens,KNIGHTS
pericles_tokens,LEONINE
pericles_tokens,LORD
pericles_tokens,LYCHORIDA
pericles_tokens,LYSIMACHUS
pericles_tokens,MARINA
pericles_tokens,MARSHALL
pericles_tokens,MESSENGER
pericles_tokens,PANDAR
pericles_tokens,PERICLES
pericles_tokens,PHILEMON
pericles_tokens,SECOND FISHERMAN
pericles_tokens,SECOND GENTLEMAN
pericles_tokens,SECOND KNIGHT
pericles_tokens,SECOND LORD
pericles_tokens,SECOND PIRATE
pericles_tokens,SECOND SAILOR
pericles_tokens,SERVANT
pericles_tokens,SIMONIDES
pericles_tokens,THAISA
pericles_tokens,THALIARD
pericles_tokens,THIRD FISHERMAN
pericles_tokens,THIRD KNIGHT
pericles_tokens,THIRD LORD
pericles_tokens,THIRD PIRATE
pericles_tokens,TYRIAN SAILOR
richard_ii_tokens,ABBOT
richard_ii_tokens,ANOTHER LORD
richard_ii_tokens,AUMERLE
richard_ii_tokens,BAGOT
richard_ii_tokens,BERKELEY
richard_ii_tokens,BOLINGBROKE
richard_ii_tokens,BUSHY
richard_ii_tokens,CAPTAIN
richard_ii_tokens,CARLISLE
richard_ii_tokens,DUCHESS
richard_ii_tokens,EXTON
richard_ii_tokens,FIRST HERALD
richard_ii_tokens,FITZWATER
richard_ii_tokens,GARDENER
richard_ii_tokens,GAUNT
richard_ii_tokens,GREEN
richard_ii_tokens,GROOM
richard_ii_tokens,HARRY PERCY
richard_ii_tokens,KEEPER
richard_ii_tokens,KING HENRY
richard_ii_tokens,KING RICHARD
richard_ii_tokens,LADY
richard_ii_tokens,MARSHAL
richard_ii_tokens,MOWBRAY
richard_ii_tokens,NORTHUMBERLAND
richard_ii_tokens,PERCY
richard_ii_tokens,QUEEN
richard_ii_tokens,RICHARD
richard_ii_tokens,ROSS
richard_ii_tokens,SALISBURY
richard_ii_tokens,SCROOP
richard_ii_tokens,SECOND HERALD
richard_ii_tokens,SERVANT
richard_ii_tokens,SERVINGMAN
richard_ii_tokens,SURREY
richard_ii_tokens,WILLOUGHBY
richard_ii_tokens,YORK
richard_iii_tokens,ANNE
richard_iii_tokens,ARCHBISHOP
richard_iii_tokens,BLUNT
richard_iii_tokens,BOY
richard_iii_tokens,BRAKENBURY
richard_iii_tokens,BUCKINGHAM
richard_iii_tokens,CARDINAL
richard_iii_tokens,CATESBY
richard_iii_tokens,CHILDREN
richard_iii_tokens,CHRISTOPHER
richard_iii_tokens,CLARENCE
richard_iii_tokens,DORSET
richard_iii_tokens,DUCHESS
richard_iii_tokens,ELY
richard_iii_tokens,FIRST CITIZEN
richard_iii_tokens,FIRST MURDERER
richard_iii_tokens,FOURTH MESSENGER
richard_iii_tokens,GENTLEMAN
richard_iii_tokens,GHOST OF ANNE
richard_iii_tokens,GHOST OF BUCKINGHAM
richard_iii_tokens,GHOST OF CLARENCE
richard_iii_tokens,GHOST OF EDWARD
richard_iii_tokens,GHOST OF GREY
richard_iii_tokens,GHOST OF HASTINGS
richard_iii_tokens,GHOST OF HENRY
richard_iii_tokens,GHOST OF RIVERS
richard_iii_tokens,GHOST OF VAUGHAN
richard_iii_tokens,GHOSTS OF PRINCES
richard_iii_tokens,GIRL
richard_iii_tokens,GREY
richard_iii_tokens,HASTINGS
richard_iii_tokens,HERBERT
richard_iii_tokens,KEEPER
richard_iii_tokens,KING EDWARD
richard_iii_tokens,KING RICHARD
richard_iii_tokens,LORDS
richard_iii_tokens,LOVELL
richard_iii_tokens,MAYOR
richard_iii_tokens,MESSENGER
richard_iii_tokens,NORFOLK
richard_iii_tokens,OXFORD
richard_iii_tokens,PAGE
richard_iii_tokens,PRIEST
richard_iii_tokens,PRINCE
richard_iii_tokens,PURSUIVANT
richard_iii_tokens,QUEEN ELIZABETH
richard_iii_tokens,QUEEN MARGARET
richard_iii_tokens,RATCLIFFE
richard_iii_tokens,RICHARD
richard_iii_tokens,RICHMOND
richard_iii_tokens,RIVERS
richard_iii_tokens,SCRIVENER
richard_iii_tokens,SECOND CITIZEN
richard_iii_tokens,SECOND MESSENGER
richard_iii_tokens,SECOND MURDERER
richard_iii_tokens,SHERIFF
richard_iii_tokens,STANLEY
richard_iii_tokens,SURREY
richard_iii_tokens,THIRD CITIZEN
richard_iii_tokens,THIRD MESSENGER
richard_iii_tokens,TYRREL
richard_iii_tokens,VAUGHAN
richard_iii_tokens,YORK
romeo_and_juliet_tokens,ABRAM
romeo_and_juliet_tokens,APOTHECARY
romeo_and_juliet_tokens,BALTHASAR
romeo_and_juliet_tokens,BENVOLIO
romeo_and_juliet_tokens,CAPULET
romeo_and_juliet_tokens,CAPULET'S COUSIN
romeo_and_juliet_tokens,CHORUS
romeo_and_juliet_tokens,FIRST CITIZEN
romeo_and_juliet_tokens,FIRST MUSICIAN
romeo_and_juliet_tokens,FIRST SERVANT
romeo_and_juliet_tokens,FIRST WATCH
romeo_and_juliet_tokens,FRIAR JOHN
romeo_and_juliet_tokens,FRIAR LAWRENCE
romeo_and_juliet_tokens,GREGORY
romeo_and_juliet_tokens,JULIET
romeo_and_juliet_tokens,LADY CAPULET
romeo_and_juliet_tokens,LADY MONTAGUE
romeo_and_juliet_tokens,MERCUTIO
romeo_and_juliet_tokens,MONTAGUE
romeo_and_juliet_tokens,NURSE
romeo_and_juliet_tokens,PAGE
romeo_and_juliet_tokens,PARIS
romeo_and_juliet_tokens,PETER
romeo_and_juliet_tokens,PRINCE
romeo_and_juliet_tokens,ROMEO
romeo_and_juliet_tokens,SAMPSON
romeo_and_juliet_tokens,SECOND MUSICIAN
romeo_and_juliet_tokens,SECOND SERVANT
romeo_and_juliet_tokens,SECOND WATCH
romeo_and_juliet_tokens,SERVANT
romeo_and_juliet_tokens,THIRD MUSICIAN
romeo_and_juliet_tokens,TYBALT
taming_of_the_shrew_tokens,BAPTISTA
taming_of_the_shrew_tokens,BIANCA
taming_of_the_shrew_tokens,BIONDELLO
taming_of_the_shrew_tokens,CURTIS
taming_of_the_shrew_tokens,FIRST SERVANT
taming_of_the_shrew_tokens,GREMIO
taming_of_the_shrew_tokens,GRUMIO
taming_of_the_shrew_tokens,HABERDASHER
taming_of_the_shrew_tokens,HORTENSIO
taming_of_the_shrew_tokens,JOSEPH
taming_of_the_shrew_tokens,KATHERINA
taming_of_the_shrew_tokens,LUCENTIO
taming_of_the_shrew_tokens,NATHANIEL
taming_of_the_shrew_tokens,NICHOLAS
taming_of_the_shrew_tokens,PAGE
taming_of_the_shrew_tokens,PEDANT
taming_of_the_shrew_tokens,PETER
taming_of_the_shrew_tokens,PETRUCHIO
taming_of_the_shrew_tokens,PHILIP
taming_of_the_shrew_tokens,SERVANT
taming_of_the_shrew_tokens,SLY
taming_of_the_shrew_tokens,TAILOR
taming_of_the_shrew_tokens,TRANIO
taming_of_the_shrew_tokens,VINCENTIO
taming_of_the_shrew_tokens,WIDOW
tempest_tokens,ADRIAN
tempest_tokens,ALONSO
tempest_tokens,ANTONIO
tempest_tokens,ARIEL
tempest_tokens,ARIEL'S SONG
tempest_tokens,BOATSWAIN
tempest_tokens,CALIBAN
tempest_tokens,CERES
tempest_tokens,FERDINAND
tempest_tokens,FRANCISCO
tempest_tokens,GONZALO
tempest_tokens,IRIS
tempest_tokens,JUNO
tempest_tokens,MARINERS
tempest_tokens,MASTER
tempest_tokens,MIRANDA
tempest_tokens,PROSPERO
tempest_tokens,SEBASTIAN
tempest_tokens,STEPHANO
tempest_tokens,TRINCULO
timon_of_athens_tokens,ALCIBIADES
timon_of_athens_tokens,APEMANTUS
timon_of_athens_tokens,BANDITTI
timon_of_athens_tokens,CAPHIS
timon_of_athens_tokens,CUPID
timon_of_athens_tokens,FIRST
timon_of_athens_tokens,FIRST BANDIT
timon_of_athens_tokens,FIRST FRIEND
timon_of_athens_tokens,FIRST LADY
timon_of_athens_tokens,FIRST LORD
timon_of_athens_tokens,FIRST SENATOR
timon_of_athens_tokens,FIRST SERVANT
timon_of_athens_tokens,FIRST STRANGER
timon_of_athens_tokens,FIRST VARRO'S SERVANT
timon_of_athens_tokens,FLAMINIUS
timon_of_athens_tokens,FLAVIUS
timon_of_athens_tokens,FOOL
timon_of_athens_tokens,FOURTH FRIEND
timon_of_athens_tokens,HORTENSIUS
timon_of_athens_tokens,ISIDORE'S SERVANT
timon_of_athens_tokens,JEWELLER
timon_of_athens_tokens,LUCILIUS
timon_of_athens_tokens,LUCIUS
timon_of_athens_tokens,LUCULLUS
timon_of_athens_tokens,MERCHANT
timon_of_athens_tokens,MESSENGER
timon_of_athens_tokens,OLD ATHENIAN
timon_of_athens_tokens,PAGE
timon_of_athens_tokens,PAINTER
timon_of_athens_tokens,PHILOTUS
timon_of_athens_tokens,PHRYNIA
timon_of_athens_tokens,POET
timon_of_athens_tokens,SECOND BANDIT
timon_of_athens_tokens,SECOND FRIEND
timon_of_athens_tokens,SECOND FRIENDS
timon_of_athens_tokens,SECOND LORD
timon_of_athens_tokens,SECOND SENATOR
timon_of_athens_tokens,SECOND SERVANT
timon_of_athens_tokens,SECOND STRANGER
timon_of_athens_tokens,SECOND VARRO'S SERVANT
timon_of_athens_tokens,SEMPRONIUS
timon_of_athens_tokens,SENATOR
timon_of_athens_tokens,SERVANT
timon_of_athens_tokens,SERVANTS
timon_of_athens_tokens,SERVILIUS
timon_of_athens_tokens,SOLDIER
timon_of_athens_tokens,SOME OTHER
timon_of_athens_tokens,SOME SPEAK
timon_of_athens_tokens,THIRD BANDIT
timon_of_athens_tokens,THIRD FRIEND
timon_of_athens_tokens,THIRD LORD
timon_of_athens_tokens,THIRD SENATOR
timon_of_athens_tokens,THIRD SERVANT
timon_of_athens_tokens,THIRD STRANGER
timon_of_athens_tokens,TIMANDRA
timon_of_athens_tokens,TIMON
timon_of_athens_tokens,TITUS
timon_of_athens_tokens,VARRO'S SERVANT
timon_of_athens_tokens,VENTIDIUS
titus_andronicus_tokens,AARON
titus_andronicus_tokens,AEMILIUS
titus_andronicus_tokens,BASSIANUS
titus_andronicus_tokens,CAPTAIN
titus_andronicus_tokens,CHIRON
titus_andronicus_tokens,CLOWN
titus_andronicus_tokens,DEMETRIUS
titus_andronicus_tokens,FIRST GOTH
titus_andronicus_tokens,GOTH
titus_andronicus_tokens,GOTHS
titus_andronicus_tokens,LAVINIA
titus_andronicus_tokens,LUCIUS
titus_andronicus_tokens,MARCUS
titus_andronicus_tokens,MARTIUS
titus_andronicus_tokens,MESSENGER
titus_andronicus_tokens,MUTIUS
titus_andronicus_tokens,NURSE
titus_andronicus_tokens,PUBLIUS
titus_andronicus_tokens,QUINTUS
titus_andronicus_tokens,ROMANS
titus_andronicus_tokens,SATURNINUS
titus_andronicus_tokens,SECOND GOTH
titus_andronicus_tokens,TAMORA
titus_andronicus_tokens,TITUS
titus_andronicus_tokens,TRIBUNES
titus_andronicus_tokens,YOUNG LUCIUS
troilus_and_cressida_tokens,ACHILLES
troilus_and_cressida_tokens,AENEAS
troilus_and_cressida_tokens,AGAMEMNON
troilus_and_cressida_tokens,AJAX
troilus_and_cressida_tokens,ALEXANDER
troilus_and_cressida_tokens,ANDARUS
troilus_and_cressida_tokens,ANDROMACHE
troilus_and_cressida_tokens,BOY
troilus_and_cressida_tokens,CALCHAS
troilus_and_cressida_tokens,CASSANDRA
troilus_and_cressida_tokens,CRESSIDA
troilus_and_cressida_tokens,DEIPHOBUS
troilus_and_cressida_tokens,DIOMEDES
troilus_and_cressida_tokens,HECTOR
troilus_and_cressida_tokens,HELEN
troilus_and_cressida_tokens,HELENUS
troilus_and_cressida_tokens,MARGARELON
troilus_and_cressida_tokens,MENELAUS
troilus_and_cressida_tokens,MYRMIDON
troilus_and_cressida_tokens,NESTOR
troilus_and_cressida_tokens,PANDARUS
troilus_and_cressida_tokens,PARIS
troilus_and_cressida_tokens,PATROCLUS
troilus_and_cressida_tokens,PRIAM
troilus_and_cressida_tokens,SERVANT
troilus_and_cressida_tokens,SOLDIERS
troilus_and_cressida_tokens,THERSITES
troilus_and_cressida_tokens,TROILUS
troilus_and_cressida_tokens,ULYSSES
twelfth_night_tokens,AGUECHEEK
twelfth_night_tokens,ANTONIO
twelfth_night_tokens,CAPTAIN
twelfth_night_tokens,CLOWN
twelfth_night_tokens,CURIO
twelfth_night_tokens,DUKE
twelfth_night_tokens,FABIAN
twelfth_night_tokens,FIRST OFFICER
twelfth_night_tokens,MALVOLIO
twelfth_night_tokens,MARIA
twelfth_night_tokens,OLIVIA
twelfth_night_tokens,PRIEST
twelfth_night_tokens,SEBASTIAN
twelfth_night_tokens,SECOND OFFICER
twelfth_night_tokens,SERVANT
twelfth_night_tokens,SIR ANDREW
twelfth_night_tokens,SIR TOBY
twelfth_night_tokens,VALENTINE
twelfth_night_tokens,VIOLA
two_gentlemen_of_verona_tokens,ANTONIO
two_gentlemen_of_verona_tokens,DUKE
two_gentlemen_of_verona_tokens,EGLAMOUR
two_gentlemen_of_verona_tokens,FIRST OUTLAW
two_gentlemen_of_verona_tokens,HOST
two_gentlemen_of_verona_tokens,JULIA
two_gentlemen_of_verona_tokens,LANCE
two_gentlemen_of_verona_tokens,LUCETTA
two_gentlemen_of_verona_tokens,OUTLAWS
two_gentlemen_of_verona_tokens,PANTINO
two_gentlemen_of_verona_tokens,PROTEUS
two_gentlemen_of_verona_tokens,SECOND OUTLAW
two_gentlemen_of_verona_tokens,SERVANT
two_gentlemen_of_verona_tokens,SILVIA
two_gentlemen_of_verona_tokens,SPEED
two_gentlemen_of_verona_tokens,THIRD OUTLAW
two_gentlemen_of_verona_tokens,THURIO
two_gentlemen_of_verona_tokens,VALENTINE
winter_s_tale_tokens,ANTIGONUS
winter_s_tale_tokens,ARCHIDAMUS
winter_s_tale_tokens,AUTOLYCUS
winter_s_tale_tokens,CAMILLO
winter_s_tale_tokens,CLEOMENES
winter_s_tale_tokens,CLOWN
winter_s_tale_tokens,DION
winter_s_tale_tokens,DORCAS
winter_s_tale_tokens,EMILIA
winter_s_tale_tokens,FIRST ATTENDANT
winter_s_tale_tokens,FIRST GENTLEMAN
winter_s_tale_tokens,FIRST LADY
winter_s_tale_tokens,FIRST LORD
winter_s_tale_tokens,FLORIZEL
winter_s_tale_tokens,GAOLER
winter_s_tale_tokens,HERMIONE
winter_s_tale_tokens,LEONTES
winter_s_tale_tokens,LORD
winter_s_tale_tokens,LORDS
winter_s_tale_tokens,MAMILLIUS
winter_s_tale_tokens,MARINER
winter_s_tale_tokens,MOPSA
winter_s_tale_tokens,OFFICER
winter_s_tale_tokens,PAULINA
winter_s_tale_tokens,PERDITA
winter_s_tale_tokens,POLIXENES
winter_s_tale_tokens,SECOND GENTLEMAN
winter_s_tale_tokens,SECOND LADY
winter_s_tale_tokens,SERVANT
winter_s_tale_tokens,SHEPHERD
winter_s_tale_tokens,SONG
winter_s_tale_tokens,THIRD GENTLEMAN
winter_s_tale_tokens,TIME
