database_path,database_size_mb,created_timestamp,total_tables,total_rows,total_plays
/Users/hopeelizamcmanus/R Projects/Shakespeare/data/shakespeare.sqlite,51.67578125,2025-12-05T22:28:11Z,45,112896,37
