short_title,word,n,total
Hamlet,permanent,1,10938
Hamlet,pernicious,1,10938
Hamlet,perpend,1,10938
Hamlet,persevere,1,10938
Hamlet,person,4,10938
Hamlet,personal,1,10938
Hamlet,persons,1,10938
Hamlet,persuade,1,10938
Hamlet,perturbed,1,10938
Hamlet,perusal,1,10938
Hamlet,peruse,1,10938
Hamlet,pester,1,10938
Hamlet,pestilence,1,10938
Hamlet,pestilent,2,10938
Hamlet,petard,1,10938
Hamlet,petition,1,10938
Hamlet,petty,2,10938
Hamlet,philosophy,2,10938
Hamlet,phoebus,1,10938
Hamlet,phrase,10,10938
Hamlet,physic,1,10938
Hamlet,pickaxe,1,10938
Hamlet,picked,2,10938
Hamlet,pickers,1,10938
Hamlet,picture,2,10938
Hamlet,pictures,1,10938
Hamlet,pie,1,10938
Hamlet,piece,6,10938
Hamlet,pigeon,1,10938
Hamlet,pile,1,10938
Hamlet,pinch,1,10938
Hamlet,pin’s,1,10938
Hamlet,pioner,1,10938
Hamlet,pious,3,10938
Hamlet,pipe,3,10938
Hamlet,pirate,1,10938
Hamlet,pit,3,10938
Hamlet,piteous,3,10938
Hamlet,pith,3,10938
Hamlet,pitied,1,10938
Hamlet,pitiful,1,10938
Hamlet,pity,4,10938
Hamlet,plac’d,2,10938
Hamlet,plague,2,10938
Hamlet,plain,1,10938
Hamlet,planets,1,10938
Hamlet,plastering,1,10938
Hamlet,platform,2,10938
Hamlet,plausive,1,10938
Hamlet,plautus,1,10938
Hamlet,play,38,10938
Hamlet,played,1,10938
Hamlet,player,3,10938
Hamlet,players,20,10938
Hamlet,playing,2,10938
Hamlet,plays,1,10938
Hamlet,play’d,2,10938
Hamlet,play’s,1,10938
Hamlet,pleasant,1,10938
Hamlet,pleased,1,10938
Hamlet,pleasing,1,10938
Hamlet,pleasure,4,10938
Hamlet,pleasures,2,10938
Hamlet,pleas’d,1,10938
Hamlet,pledge,1,10938
Hamlet,plentiful,1,10938
Hamlet,pleurisy,1,10938
Hamlet,plot,1,10938
Hamlet,plots,2,10938
Hamlet,pluck,3,10938
Hamlet,plucks,2,10938
Hamlet,plum,1,10938
Hamlet,plunge,1,10938
Hamlet,ply,1,10938
Hamlet,pocket,1,10938
Hamlet,pocky,1,10938
Hamlet,poem,1,10938
Hamlet,poet,1,10938
Hamlet,poison,6,10938
Hamlet,poisoner,2,10938
Hamlet,poisoning,1,10938
Hamlet,poisons,1,10938
Hamlet,poison’d,4,10938
Hamlet,polack,4,10938
Hamlet,polacks,1,10938
Hamlet,poland,3,10938
Hamlet,pole,2,10938
Hamlet,policy,1,10938
Hamlet,politic,1,10938
Hamlet,politician,1,10938
Hamlet,poll,1,10938
Hamlet,polonius,31,10938
Hamlet,pomp,1,10938
Hamlet,ponderous,1,10938
Hamlet,poniards,1,10938
Hamlet,pooh,1,10938
Hamlet,poor,20,10938
Hamlet,popp’d,1,10938
Hamlet,porches,1,10938
Hamlet,porpentine,1,10938
Hamlet,portal,1,10938
Hamlet,portentous,1,10938
Hamlet,portraiture,1,10938
Hamlet,positively,1,10938
Hamlet,possess,1,10938
Hamlet,possession,1,10938
Hamlet,possess’d,1,10938
Hamlet,posset,1,10938
Hamlet,post,2,10938
Hamlet,postscript,1,10938
Hamlet,posy,1,10938
Hamlet,potency,1,10938
Hamlet,potent,2,10938
Hamlet,potently,1,10938
Hamlet,potion,1,10938
Hamlet,pound,1,10938
Hamlet,pour,1,10938
Hamlet,pours,2,10938
Hamlet,pour’d,1,10938
Hamlet,power,8,10938
Hamlet,powerfully,1,10938
Hamlet,powers,3,10938
Hamlet,pox,1,10938
Hamlet,practice,4,10938
Hamlet,practices,1,10938
Hamlet,praise,2,10938
Hamlet,praised,1,10938
Hamlet,praises,1,10938
Hamlet,prais’d,1,10938
Hamlet,pranks,1,10938
Hamlet,prate,1,10938
Hamlet,prating,1,10938
Hamlet,pray,29,10938
Hamlet,prayer,2,10938
Hamlet,prayers,2,10938
Hamlet,praying,1,10938
Hamlet,pray’st,1,10938
Hamlet,preaching,1,10938
Hamlet,precedent,2,10938
Hamlet,preceding,1,10938
Hamlet,precepts,2,10938
Hamlet,precious,2,10938
Hamlet,precisely,1,10938
Hamlet,precurse,1,10938
Hamlet,pregnant,2,10938
Hamlet,prenominate,1,10938
Hamlet,preparation,1,10938
Hamlet,preparations,1,10938
Hamlet,prepare,3,10938
Hamlet,prepar’d,1,10938
Hamlet,presence,3,10938
Hamlet,presently,5,10938
Hamlet,presentment,1,10938
Hamlet,preserved,1,10938
Hamlet,pressure,1,10938
Hamlet,pressures,1,10938
Hamlet,prettiness,1,10938
Hamlet,pretty,2,10938
Hamlet,prevent,2,10938
Hamlet,prey,1,10938
Hamlet,priam,4,10938
Hamlet,priam’s,1,10938
Hamlet,prick,1,10938
Hamlet,prick’d,1,10938
Hamlet,pride,1,10938
Hamlet,priest,1,10938
Hamlet,priests,1,10938
Hamlet,primal,1,10938
Hamlet,primrose,1,10938
Hamlet,primy,1,10938
Hamlet,prince,3,10938
Hamlet,princes,1,10938
Hamlet,prison,6,10938
Hamlet,prisoner,2,10938
Hamlet,prithee,5,10938
Hamlet,private,1,10938
Hamlet,privates,1,10938
Hamlet,privy,1,10938
Hamlet,prize,1,10938
Hamlet,probation,1,10938
Hamlet,proceed,2,10938
Hamlet,proceeded,1,10938
Hamlet,proceeding,1,10938
Hamlet,process,3,10938
Hamlet,procession,1,10938
Hamlet,proclaim,2,10938
Hamlet,proclaims,2,10938
Hamlet,proclaim’d,1,10938
Hamlet,prodigal,2,10938
Hamlet,profane,1,10938
Hamlet,profanely,1,10938
Hamlet,profession,1,10938
Hamlet,profit,3,10938
Hamlet,profound,2,10938
Hamlet,profoundest,1,10938
Hamlet,progress,1,10938
Hamlet,project,1,10938
Hamlet,prologue,5,10938
Hamlet,prolongs,1,10938
Hamlet,promise,2,10938
Hamlet,promis’d,2,10938
Hamlet,promontory,1,10938
Hamlet,prompted,1,10938
Hamlet,pronounce,1,10938
Hamlet,pronounced,1,10938
Hamlet,pronouncing,1,10938
Hamlet,pronounc’d,1,10938
Hamlet,proof,6,10938
Hamlet,proper,2,10938
Hamlet,property,4,10938
Hamlet,prophesy,2,10938
Hamlet,prophetic,1,10938
Hamlet,proportions,1,10938
Hamlet,propose,2,10938
Hamlet,proposer,1,10938
Hamlet,props,1,10938
Hamlet,prosperously,1,10938
Hamlet,protestation,1,10938
Hamlet,protests,1,10938
Hamlet,proud,3,10938
Hamlet,prove,3,10938
Hamlet,proverb,1,10938
Hamlet,provide,1,10938
Hamlet,provided,1,10938
Hamlet,providence,2,10938
Hamlet,provincial,1,10938
Hamlet,provoke,1,10938
Hamlet,prov’d,3,10938
Hamlet,public,1,10938
Hamlet,puff’d,2,10938
Hamlet,pull’d,1,10938
Hamlet,pulse,1,10938
Hamlet,punish,1,10938
Hamlet,punish’d,1,10938
Hamlet,puppets,1,10938
Hamlet,purchases,1,10938
Hamlet,pure,3,10938
Hamlet,purer,1,10938
Hamlet,purgation,1,10938
Hamlet,purging,2,10938
Hamlet,purg’d,1,10938
Hamlet,purples,1,10938
Hamlet,purport,1,10938
Hamlet,purpose,12,10938
Hamlet,purposes,3,10938
Hamlet,purpos’d,2,10938
Hamlet,purse,3,10938
Hamlet,pursue,2,10938
Hamlet,pursu’d,1,10938
Hamlet,pursu’st,1,10938
Hamlet,pursy,1,10938
Hamlet,push,1,10938
Hamlet,puzzles,1,10938
Hamlet,pyrrhus,10,10938
Hamlet,quaintly,1,10938
Hamlet,quake,1,10938
Hamlet,qualifies,1,10938
Hamlet,quality,4,10938
Hamlet,quantity,4,10938
Hamlet,quarrel,2,10938
Hamlet,quarrelling,1,10938
Hamlet,quarry,1,10938
Hamlet,quarter’d,1,10938
Hamlet,queen,45,10938
Hamlet,quest,1,10938
Hamlet,question,16,10938
Hamlet,questionable,1,10938
Hamlet,quick,8,10938
Hamlet,quickly,1,10938
Hamlet,quickness,1,10938
Hamlet,quicksilver,1,10938
Hamlet,quiddits,1,10938
Hamlet,quiet,5,10938
Hamlet,quietly,1,10938
Hamlet,quietus,1,10938
Hamlet,quillets,1,10938
Hamlet,quills,2,10938
Hamlet,quintessence,1,10938
Hamlet,quit,2,10938
Hamlet,quoted,1,10938
Hamlet,quoth,1,10938
Hamlet,rabble,1,10938
Hamlet,rack,1,10938
Hamlet,radiant,1,10938
Hamlet,rage,3,10938
Hamlet,rages,1,10938
Hamlet,rags,1,10938
Hamlet,rain,1,10938
Hamlet,rain’d,1,10938
Hamlet,rais’d,1,10938
Hamlet,range,1,10938
Hamlet,rank,7,10938
Hamlet,ranker,2,10938
Hamlet,rankly,1,10938
Hamlet,rant,1,10938
Hamlet,rapier,3,10938
Hamlet,rapiers,3,10938
Hamlet,rare,1,10938
Hamlet,rareness,1,10938
Hamlet,rascal,1,10938
Hamlet,rash,3,10938
Hamlet,rashly,1,10938
Hamlet,rashness,1,10938
Hamlet,rat,3,10938
Hamlet,rate,2,10938
Hamlet,ratified,1,10938
Hamlet,ratifiers,1,10938
Hamlet,raught,1,10938
Hamlet,ravel,1,10938
Hamlet,raven,1,10938
Hamlet,raves,1,10938
Hamlet,raw,1,10938
Hamlet,rawer,1,10938
Hamlet,razed,1,10938
Hamlet,reach,1,10938
Hamlet,reaches,1,10938
Hamlet,read,5,10938
Hamlet,readiness,1,10938
Hamlet,reading,2,10938
Hamlet,reads,5,10938
Hamlet,ready,4,10938
Hamlet,realm,1,10938
Hamlet,rear,1,10938
Hamlet,reason,14,10938
Hamlet,reasons,2,10938
Hamlet,rebellion,1,10938
Hamlet,rebellious,2,10938
Hamlet,rebels,1,10938
Hamlet,rebuke,1,10938
Hamlet,receive,7,10938
Hamlet,received,1,10938
Hamlet,receives,1,10938
Hamlet,receiv’d,2,10938
Hamlet,reckless,1,10938
Hamlet,reckon,1,10938
Hamlet,reckoning,1,10938
Hamlet,recks,1,10938
Hamlet,recognizances,1,10938
Hamlet,reconcilement,1,10938
Hamlet,recorders,3,10938
Hamlet,records,1,10938
Hamlet,recount,1,10938
Hamlet,recover,3,10938
Hamlet,recoveries,2,10938
Hamlet,recovery,1,10938
Hamlet,red,2,10938
Hamlet,rede,1,10938
Hamlet,reechy,1,10938
Hamlet,reels,1,10938
Hamlet,reform,1,10938
Hamlet,reform’d,1,10938
Hamlet,refrain,1,10938
Hamlet,regard,2,10938
Hamlet,region,2,10938
Hamlet,reigns,1,10938
Hamlet,relative,1,10938
Hamlet,relief,1,10938
Hamlet,reliev’d,2,10938
Hamlet,religion,1,10938
Hamlet,religious,1,10938
Hamlet,relish,2,10938
Hamlet,remain,2,10938
Hamlet,remainder,1,10938
Hamlet,remains,3,10938
Hamlet,remedy,1,10938
Hamlet,remember,12,10938
Hamlet,remember’d,1,10938
Hamlet,remembrance,4,10938
Hamlet,remembrances,1,10938
Hamlet,remiss,1,10938
Hamlet,remorse,1,10938
Hamlet,remorseless,1,10938
Hamlet,remove,2,10938
Hamlet,removed,1,10938
Hamlet,rend,1,10938
Hamlet,render,1,10938
Hamlet,rendering,1,10938
Hamlet,rendezvous,1,10938
Hamlet,repair,2,10938
Hamlet,repast,1,10938
Hamlet,repel,1,10938
Hamlet,repent,3,10938
Hamlet,repentance,1,10938
Hamlet,replication,1,10938
Hamlet,replies,1,10938
Hamlet,reply,2,10938
Hamlet,report,5,10938
Hamlet,repose,1,10938
Hamlet,repugnant,1,10938
Hamlet,repulsed,1,10938
Hamlet,reputation,1,10938
Hamlet,request,1,10938
Hamlet,requiem,1,10938
Hamlet,requite,2,10938
Hamlet,resemble,1,10938
Hamlet,resembles,1,10938
Hamlet,reserve,1,10938
Hamlet,reserv’d,1,10938
Hamlet,residence,1,10938
Hamlet,resolutes,1,10938
Hamlet,resolution,1,10938
Hamlet,resolve,1,10938
Hamlet,resort,1,10938
Hamlet,respect,2,10938
Hamlet,respects,1,10938
Hamlet,responsive,1,10938
Hamlet,rest,15,10938
Hamlet,restore,1,10938
Hamlet,restrain’d,1,10938
Hamlet,rests,1,10938
Hamlet,retain,1,10938
Hamlet,retire,1,10938
Hamlet,retirement,1,10938
Hamlet,retires,1,10938
Hamlet,retiring,1,10938
Hamlet,retrograde,1,10938
Hamlet,return,5,10938
Hamlet,returneth,1,10938
Hamlet,returns,2,10938
Hamlet,return’d,4,10938
Hamlet,reveal,1,10938
Hamlet,revel,1,10938
Hamlet,revels,1,10938
Hamlet,revenge,12,10938
Hamlet,revengeful,1,10938
Hamlet,reveng’d,3,10938
Hamlet,revenue,1,10938
Hamlet,reverend,1,10938
Hamlet,reverted,1,10938
Hamlet,revisit’st,1,10938
Hamlet,revolution,1,10938
Hamlet,rewards,2,10938
Hamlet,reynaldo,5,10938
Hamlet,rhapsody,1,10938
Hamlet,rhenish,2,10938
Hamlet,rheum,1,10938
Hamlet,rhymed,1,10938
Hamlet,riband,1,10938
Hamlet,rich,3,10938
Hamlet,richer,2,10938
Hamlet,rid,1,10938
Hamlet,rightly,1,10938
Hamlet,rights,2,10938
Hamlet,ring,2,10938
Hamlet,riotous,1,10938
Hamlet,ripe,1,10938
Hamlet,rise,2,10938
Hamlet,rises,3,10938
Hamlet,rite,1,10938
Hamlet,rites,3,10938
Hamlet,rivals,1,10938
Hamlet,river,1,10938
Hamlet,rivet,1,10938
Hamlet,roar,2,10938
Hamlet,roars,1,10938
Hamlet,roasted,1,10938
Hamlet,robe,1,10938
Hamlet,robin,1,10938
Hamlet,robustious,1,10938
Hamlet,rock,1,10938
Hamlet,rogue,2,10938
Hamlet,roman,2,10938
Hamlet,rome,2,10938
Hamlet,rood,1,10938
Hamlet,roof,1,10938
Hamlet,roscius,1,10938
Hamlet,rose,4,10938
Hamlet,rosemary,1,10938
Hamlet,rosencrantz,28,10938
Hamlet,roses,1,10938
Hamlet,rot,1,10938
Hamlet,rots,1,10938
Hamlet,rotten,2,10938
Hamlet,rough,1,10938
Hamlet,roughly,2,10938
Hamlet,round,6,10938
Hamlet,rouse,3,10938
Hamlet,row,1,10938
Hamlet,royal,3,10938
Hamlet,royally,1,10938
Hamlet,rub,2,10938
Hamlet,rude,2,10938
Hamlet,rue,2,10938
Hamlet,rugged,2,10938
Hamlet,ruin,1,10938
Hamlet,rule,1,10938
Hamlet,rul’d,3,10938
Hamlet,rummage,1,10938
Hamlet,run,2,10938
Hamlet,running,1,10938
Hamlet,runs,2,10938
Hamlet,russet,1,10938
Hamlet,rusty,1,10938
Hamlet,sable,2,10938
Hamlet,sables,2,10938
Hamlet,sacred,1,10938
Hamlet,sadly,1,10938
Hamlet,sadness,1,10938
Hamlet,safe,2,10938
Hamlet,safely,2,10938
Hamlet,safety,4,10938
Hamlet,sage,1,10938
Hamlet,sail,3,10938
Hamlet,sailors,3,10938
Hamlet,saint,3,10938
Hamlet,salary,1,10938
Hamlet,sale,1,10938
Hamlet,sallets,1,10938
Hamlet,salt,3,10938
Hamlet,salvation,2,10938
Hamlet,sanctified,1,10938
Hamlet,sanctity,1,10938
Hamlet,sanctuarize,1,10938
Hamlet,sandal,1,10938
Hamlet,sanity,1,10938
Hamlet,sans,1,10938
Hamlet,sat,2,10938
Hamlet,sate,1,10938
Hamlet,satirical,1,10938
Hamlet,satisfaction,1,10938
Hamlet,satisfied,1,10938
Hamlet,satyr,1,10938
Hamlet,savageness,1,10938
Hamlet,save,5,10938
Hamlet,saviour’s,1,10938
Hamlet,savoury,1,10938
Hamlet,saws,1,10938
Hamlet,saw’t,1,10938
Hamlet,sayst,1,10938
Hamlet,say’st,1,10938
Hamlet,sblood,2,10938
Hamlet,scale,2,10938
Hamlet,scandal,2,10938
Hamlet,scann’d,1,10938
Hamlet,scant,1,10938
Hamlet,scanter,1,10938
Hamlet,scape,2,10938
Hamlet,scapes,1,10938
Hamlet,scarce,2,10938
Hamlet,scarcely,2,10938
Hamlet,scarf’d,1,10938
Hamlet,scattering,1,10938
Hamlet,scenes,1,10938
Hamlet,scent,1,10938
Hamlet,scholar,1,10938
Hamlet,scholars,1,10938
Hamlet,scholar’s,1,10938
Hamlet,school,1,10938
Hamlet,schoolfellows,1,10938
Hamlet,sconce,1,10938
Hamlet,scope,3,10938
Hamlet,scorn,1,10938
Hamlet,scorns,1,10938
Hamlet,scourge,2,10938
Hamlet,scratch’d,1,10938
Hamlet,screen’d,1,10938
Hamlet,scrimers,1,10938
Hamlet,scripture,2,10938
Hamlet,scruple,1,10938
Hamlet,scuffling,1,10938
Hamlet,scullion,1,10938
Hamlet,se,1,10938
Hamlet,sea,8,10938
Hamlet,seal,3,10938
Hamlet,seals,1,10938
Hamlet,seal’d,6,10938
Hamlet,search,1,10938
Hamlet,seas,1,10938
Hamlet,season,6,10938
Hamlet,seasons,1,10938
Hamlet,season’d,1,10938
Hamlet,seat,2,10938
Hamlet,seated,1,10938
Hamlet,secrecy,3,10938
Hamlet,secret,4,10938
Hamlet,secrets,1,10938
Hamlet,secure,2,10938
Hamlet,seduce,1,10938
Hamlet,seed,1,10938
Hamlet,seek,9,10938
Hamlet,seeks,2,10938
Hamlet,seem’d,2,10938
Hamlet,see’st,1,10938
Hamlet,see’t,1,10938
Hamlet,seiz’d,1,10938
Hamlet,select,1,10938
Hamlet,semblable,1,10938
Hamlet,send,4,10938
Hamlet,sending,2,10938
Hamlet,sends,4,10938
Hamlet,seneca,1,10938
Hamlet,sense,13,10938
Hamlet,senseless,2,10938
Hamlet,sensibly,1,10938
Hamlet,sentinels,1,10938
Hamlet,sepulchre,1,10938
Hamlet,sequel,1,10938
Hamlet,sequent,1,10938
Hamlet,sere,1,10938
Hamlet,sergeant,1,10938
Hamlet,serpent,2,10938
Hamlet,servant,3,10938
Hamlet,servants,2,10938
Hamlet,serve,2,10938
Hamlet,serves,2,10938
Hamlet,service,8,10938
Hamlet,serv’d,2,10938
Hamlet,set,22,10938
Hamlet,sets,2,10938
Hamlet,settled,2,10938
Hamlet,sewing,1,10938
Hamlet,sexton,1,10938
Hamlet,sexton’s,1,10938
Hamlet,shadow,3,10938
Hamlet,shadows,1,10938
Hamlet,shadow’s,1,10938
Hamlet,shake,3,10938
Hamlet,shaking,1,10938
Hamlet,shame,8,10938
Hamlet,shameful,1,10938
Hamlet,shape,6,10938
Hamlet,shapes,2,10938
Hamlet,shards,1,10938
Hamlet,share,1,10938
Hamlet,shark’d,1,10938
Hamlet,sharp,1,10938
Hamlet,shatter,1,10938
Hamlet,sheen,1,10938
Hamlet,sheep,2,10938
Hamlet,sheet,1,10938
Hamlet,sheeted,1,10938
Hamlet,sheets,1,10938
Hamlet,shelf,1,10938
Hamlet,shell,1,10938
Hamlet,shent,1,10938
Hamlet,shepherds,1,10938
Hamlet,she’ll,2,10938
Hamlet,she’s,2,10938
Hamlet,shift,1,10938
Hamlet,shine,1,10938
Hamlet,ship,2,10938
Hamlet,shipp’d,1,10938
Hamlet,shipwright,2,10938
Hamlet,shipwrights,1,10938
Hamlet,shirt,1,10938
Hamlet,shocks,1,10938
Hamlet,shoe,1,10938
Hamlet,shoes,2,10938
Hamlet,shook,1,10938
Hamlet,shoon,1,10938
Hamlet,shoot,1,10938
Hamlet,short,5,10938
Hamlet,shortens,1,10938
Hamlet,shortly,4,10938
Hamlet,shot,8,10938
Hamlet,shoulder,3,10938
Hamlet,shouldst,2,10938
Hamlet,shove,1,10938
Hamlet,shovel,1,10938
Hamlet,showers,1,10938
Hamlet,shown,1,10938
Hamlet,show’d,1,10938
Hamlet,shreds,1,10938
Hamlet,shrewdly,1,10938
Hamlet,shrill,1,10938
Hamlet,shriving,1,10938
Hamlet,shroud,1,10938
Hamlet,shrouding,1,10938
Hamlet,shrunk,1,10938
Hamlet,shuffled,1,10938
Hamlet,shuffling,2,10938
Hamlet,shut,1,10938
Hamlet,sick,5,10938
Hamlet,sicklied,1,10938
Hamlet,sickly,2,10938
Hamlet,sickness,2,10938
Hamlet,siege,1,10938
Hamlet,sift,1,10938
Hamlet,sigh,4,10938
Hamlet,sighs,1,10938
Hamlet,sight,9,10938
Hamlet,signet,1,10938
Hamlet,signify,2,10938
Hamlet,silence,5,10938
Hamlet,silver’d,1,10938
Hamlet,simple,1,10938
Hamlet,simples,1,10938
Hamlet,sin,2,10938
Hamlet,sinews,2,10938
Hamlet,sing,5,10938
Hamlet,singeing,1,10938
Hamlet,singeth,1,10938
Hamlet,single,2,10938
Hamlet,sings,14,10938
Hamlet,sinners,1,10938
Hamlet,sins,1,10938
Hamlet,sin’s,1,10938
Hamlet,sipping,1,10938
Hamlet,sir,75,10938
Hamlet,sirs,3,10938
Hamlet,sister,6,10938
Hamlet,sister’s,1,10938
Hamlet,sit,8,10938
Hamlet,sith,2,10938
Hamlet,sits,4,10938
Hamlet,sitting,1,10938
Hamlet,sixteen,1,10938
Hamlet,siz’d,1,10938
Hamlet,skill,3,10938
Hamlet,skin,1,10938
Hamlet,skins,2,10938
Hamlet,skirts,1,10938
Hamlet,skull,10,10938
Hamlet,skyish,1,10938
Hamlet,slain,6,10938
Hamlet,slander,2,10938
Hamlet,slanders,1,10938
Hamlet,slaughter,2,10938
Hamlet,slaughters,1,10938
Hamlet,slave,5,10938
Hamlet,slave’s,1,10938
Hamlet,slay,1,10938
Hamlet,sledded,1,10938
Hamlet,sleep,12,10938
Hamlet,sleeper’s,1,10938
Hamlet,sleeping,4,10938
Hamlet,sleeps,4,10938
Hamlet,slender,1,10938
Hamlet,slight,1,10938
Hamlet,slightly,2,10938
Hamlet,slings,1,10938
Hamlet,slips,1,10938
Hamlet,sliver,1,10938
Hamlet,slow,3,10938
Hamlet,smart,1,10938
Hamlet,smear’d,1,10938
Hamlet,smelling,1,10938
Hamlet,smells,1,10938
Hamlet,smelt,1,10938
Hamlet,smile,2,10938
Hamlet,smiles,1,10938
Hamlet,smiling,3,10938
Hamlet,smooth,2,10938
Hamlet,smoothness,1,10938
Hamlet,smote,1,10938
Hamlet,snatches,1,10938
Hamlet,snow,4,10938
Hamlet,snuff,1,10938
Hamlet,soaks,1,10938
Hamlet,sober,1,10938
Hamlet,society,1,10938
Hamlet,soe’er,1,10938
Hamlet,soft,9,10938
Hamlet,softly,1,10938
Hamlet,soil,2,10938
Hamlet,soil’d,1,10938
Hamlet,sold,1,10938
Hamlet,soldier,2,10938
Hamlet,soldiers,5,10938
Hamlet,soldier’s,1,10938
Hamlet,sole,1,10938
Hamlet,solemn,3,10938
Hamlet,soles,1,10938
Hamlet,solicited,1,10938
Hamlet,solicitings,1,10938
Hamlet,solid,1,10938
Hamlet,solidity,1,10938
Hamlet,somever,1,10938
Hamlet,son,20,10938
Hamlet,song,1,10938
Hamlet,songs,2,10938
Hamlet,sons,1,10938
Hamlet,son’s,1,10938
Hamlet,sooner,2,10938
Hamlet,sore,3,10938
Hamlet,sorrow,6,10938
Hamlet,sorrows,1,10938
Hamlet,sort,3,10938
Hamlet,sorts,1,10938
Hamlet,soul,34,10938
Hamlet,souls,5,10938
Hamlet,soul’s,1,10938
Hamlet,sound,7,10938
Hamlet,sounded,1,10938
Hamlet,sounding,1,10938
Hamlet,source,2,10938
Hamlet,southerly,1,10938
Hamlet,sovereign,3,10938
Hamlet,sovereignty,1,10938
Hamlet,space,1,10938
Hamlet,spacious,1,10938
Hamlet,spade,4,10938
Hamlet,spades,1,10938
Hamlet,spake,1,10938
Hamlet,spark,1,10938
Hamlet,sparrow,1,10938
Hamlet,speak,63,10938
Hamlet,speaking,1,10938
Hamlet,speaks,6,10938
Hamlet,special,3,10938
Hamlet,spectators,1,10938
Hamlet,speech,16,10938
Hamlet,speeches,1,10938
Hamlet,speechless,1,10938
Hamlet,speed,3,10938
Hamlet,speedier,1,10938
Hamlet,speedy,1,10938
Hamlet,spend,1,10938
Hamlet,spendthrift,1,10938
Hamlet,spent,1,10938
Hamlet,sphere,1,10938
Hamlet,spheres,1,10938
Hamlet,spies,1,10938
Hamlet,spills,1,10938
Hamlet,spilt,1,10938
Hamlet,spirit,14,10938
Hamlet,spirits,5,10938
Hamlet,spite,1,10938
Hamlet,splenative,1,10938
Hamlet,split,1,10938
Hamlet,spoke,2,10938
Hamlet,spoken,2,10938
Hamlet,spokes,2,10938
Hamlet,sponge,3,10938
Hamlet,sport,3,10938
Hamlet,spots,1,10938
Hamlet,spread,2,10938
Hamlet,spring,3,10938
Hamlet,springe,1,10938
Hamlet,springes,1,10938
Hamlet,springs,1,10938
Hamlet,sprinkle,1,10938
Hamlet,sprung,1,10938
Hamlet,spur,1,10938
Hamlet,spurns,2,10938
Hamlet,squeak,1,10938
Hamlet,squeezing,1,10938
Hamlet,stabs,1,10938
Hamlet,staff,1,10938
Hamlet,stage,4,10938
Hamlet,stages,1,10938
Hamlet,stain’d,1,10938
Hamlet,stairs,1,10938
Hamlet,stake,1,10938
Hamlet,stale,1,10938
Hamlet,stalk,1,10938
Hamlet,stalks,1,10938
Hamlet,stamp,2,10938
Hamlet,stand,16,10938
Hamlet,standing,1,10938
Hamlet,stands,4,10938
Hamlet,star,6,10938
Hamlet,stars,4,10938
Hamlet,start,4,10938
Hamlet,started,1,10938
Hamlet,stately,1,10938
Hamlet,station,2,10938
Hamlet,statists,1,10938
Hamlet,statutes,1,10938
Hamlet,stay,11,10938
Hamlet,stays,1,10938
Hamlet,stay’d,3,10938
Hamlet,steal,1,10938
Hamlet,stealers,1,10938
Hamlet,stealing,1,10938
Hamlet,steals,1,10938
Hamlet,steel,3,10938
Hamlet,steep,1,10938
Hamlet,steep’d,1,10938
Hamlet,step,2,10938
Hamlet,steps,1,10938
Hamlet,sterile,1,10938
Hamlet,sterling,1,10938
Hamlet,stern,1,10938
Hamlet,steward,1,10938
Hamlet,stew’d,1,10938
Hamlet,stick,3,10938
Hamlet,sticks,1,10938
Hamlet,stiffly,1,10938
Hamlet,sting,2,10938
Hamlet,stir,5,10938
Hamlet,stirring,1,10938
Hamlet,stirr’d,1,10938
Hamlet,stithy,1,10938
Hamlet,stock,1,10938
Hamlet,stockings,1,10938
Hamlet,stole,3,10938
Hamlet,stomach,1,10938
Hamlet,stone,2,10938
Hamlet,stones,1,10938
Hamlet,stonish,1,10938
Hamlet,stood,6,10938
Hamlet,stooping,1,10938
Hamlet,stoops,1,10938
Hamlet,stop,4,10938
Hamlet,stopping,1,10938
Hamlet,stops,2,10938
Hamlet,storm,1,10938
Hamlet,story,3,10938
Hamlet,stoup,1,10938
Hamlet,stoups,1,10938
Hamlet,stowed,1,10938
Hamlet,straight,4,10938
Hamlet,strange,9,10938
Hamlet,strangely,2,10938
Hamlet,stranger,1,10938
Hamlet,straw,2,10938
Hamlet,straws,2,10938
Hamlet,stream,1,10938
Hamlet,streets,2,10938
Hamlet,strength,2,10938
Hamlet,strengthen,1,10938
Hamlet,strew,1,10938
Hamlet,strewments,1,10938
Hamlet,strew’d,1,10938
Hamlet,strict,2,10938
Hamlet,strife,1,10938
Hamlet,strike,2,10938
Hamlet,strikes,1,10938
Hamlet,striking,1,10938
Hamlet,strings,1,10938
Hamlet,strokes,1,10938
Hamlet,strong,4,10938
Hamlet,stronger,4,10938
Hamlet,strongest,1,10938
Hamlet,struck,6,10938
Hamlet,strucken,1,10938
Hamlet,struggling,1,10938
Hamlet,strumpet,2,10938
Hamlet,strutted,1,10938
Hamlet,stubborn,1,10938
Hamlet,stubbornness,1,10938
Hamlet,stuck,1,10938
Hamlet,student,1,10938
Hamlet,study,1,10938
Hamlet,stuff,3,10938
Hamlet,stung,1,10938
Hamlet,sty,1,10938
Hamlet,subject,3,10938
Hamlet,subscrib’d,1,10938
Hamlet,substance,2,10938
Hamlet,succession,2,10938
Hamlet,successive,1,10938
Hamlet,suck’d,2,10938
Hamlet,sudden,5,10938
Hamlet,suddenly,1,10938
Hamlet,suffer,3,10938
Hamlet,suffered,1,10938
Hamlet,suffering,1,10938
