short_title,word,n,total,tf,idf,tf_idf
Othello,cassio,131,9136,0.014338879159369527,2.1972245773362196,0.03150573770042084
Julius Caesar,caesar,193,6947,0.027781776306319273,1.0986122886681098,0.030521400851150883
Julius Caesar,cassius,88,6947,0.012667338419461638,2.1972245773362196,0.02783298730467645
Julius Caesar,brutus,165,6947,0.02375125953649057,1.0986122886681098,0.026093425598134174
As You Like It,rosalind,78,7260,0.010743801652892562,2.1972245773362196,0.023606545045761037
Othello,iago,87,9136,0.00952276707530648,2.1972245773362196,0.020923657862111547
Much Ado about Nothing,benedick,64,6984,0.009163802978235968,2.1972245773362196,0.020134933125646917
Hamlet,hamlet,99,10938,0.009051014810751509,2.1972245773362196,0.01988711219201735
Julius Caesar,antony,76,6947,0.010939974089535051,1.5040773967762742,0.01645456774938777
Much Ado about Nothing,beatrice,52,6984,0.0074455899198167235,2.1972245773362196,0.016359633164588116
Much Ado about Nothing,claudio,74,6984,0.010595647193585338,1.5040773967762742,0.01593667344808767
Tempest,ariel,44,6281,0.0070052539404553416,2.1972245773362196,0.015392116128449875
As You Like It,orlando,48,7260,0.006611570247933884,2.1972245773362196,0.014527104643545253
Much Ado about Nothing,hero,67,6984,0.00959335624284078,1.5040773967762742,0.014429150284079378
Othello,desdemona,58,9136,0.006348511383537653,2.1972245773362196,0.0139491052414077
Merchant of Venice,bassanio,44,7351,0.005985580193170997,2.1972245773362196,0.013151663910052193
Much Ado about Nothing,don,40,6984,0.0057273768613974796,2.1972245773362196,0.012584333203529321
Much Ado about Nothing,leonato,39,6984,0.005584192439862543,2.1972245773362196,0.01226972487344109
Merchant of Venice,launcelet,38,7351,0.005169364712284043,2.1972245773362196,0.011358255195045073
Julius Caesar,lucius,35,6947,0.0050381459622858785,2.1972245773362196,0.01106993813254177
Othello,othello,46,9136,0.005035026269702277,2.1972245773362196,0.011063083467323348
Richard III,buckingham,56,11421,0.004903248402066369,2.1972245773362196,0.010773537897804771
Othello,roderigo,44,9136,0.004816112084063047,2.1972245773362196,0.01058207983830929
Julius Caesar,casca,33,6947,0.004750251907298115,2.1972245773362196,0.01043737023925367
"Henry IV, Part 1",percy,43,9141,0.0047040805163548844,2.1972245773362196,0.010335921324303407
Richard III,richard,77,11421,0.006741966552841257,1.5040773967762742,0.010140439501950189
Merchant of Venice,lorenzo,33,7351,0.004489185144878248,2.1972245773362196,0.009863747932539144
Richard III,clarence,49,11421,0.004290342351808073,2.1972245773362196,0.009426845660579176
Richard III,hastings,49,11421,0.004290342351808073,2.1972245773362196,0.009426845660579176
Merchant of Venice,jessica,31,7351,0.0042171133179159295,2.1972245773362196,0.0092659450275367709
Richard III,richmond,48,11421,0.0042027843446283165,2.1972245773362196,0.009234461055261234
Richard III,edward,47,11421,0.00411522633744856,2.1972245773362196,0.00904207644994329
Hamlet,horatio,45,10938,0.004114097641250686,2.1972245773362196,0.009039596450916976
"Henry IV, Part 1",hal,37,9141,0.004047697188491412,2.1972245773362196,0.008893699744168046
Merchant of Venice,jew,59,7351,0.008026118895388382,1.0986122886681098,0.008817592848784991
Tempest,prospero,25,6281,0.003980257920713263,2.1972245773362196,0.008745520527528338
Hamlet,laertes,43,10938,0.0039312488571951,2.1972245773362196,0.008637836608654
Julius Caesar,messala,27,6947,0.0038865697423348207,2.1972245773362196,0.008539666559389366
Julius Caesar,titinius,27,6947,0.0038865697423348207,2.1972245773362196,0.008539666559389366
"Henry IV, Part 1",mortimer,35,9141,0.003828902745870255,2.1972245773362196,0.00841295921745626
Merchant of Venice,nerissa,28,7351,0.0038090055774724525,2.1972245773362196,0.008369240670033213
"Henry IV, Part 1",douglas,34,9141,0.003719505524559676,2.1972245773362196,0.008172588954100368
"Henry IV, Part 1",falstaff,34,9141,0.003719505524559676,2.1972245773362196,0.008172588954100368
Richard III,catesby,42,11421,0.0036774363015497765,2.1972245773362196,0.008080153423353578
Merchant of Venice,antonio,54,7351,0.007345939327982587,1.0986122886681098,0.008070339217532026
Othello,emilia,33,9136,0.0036120840630472855,2.1972245773362196,0.007936559878731967
As You Like It,phoebe,26,7260,0.003581267217630854,2.1972245773362196,0.007868848348587011
Tempest,trinculo,22,6281,0.0035026269702276708,2.1972245773362196,0.007696058064224937
Julius Caesar,octavius,24,6947,0.003454728659853174,2.1972245773362196,0.007590814719457215
Tempest,ferdinand,21,6281,0.0033434166533991404,2.1972245773362196,0.007346237243123804
Merchant of Venice,shylock,24,7351,0.0032648619235478168,2.1972245773362196,0.0071736348600284685
Tempest,caliban,20,6281,0.0031842063365706097,2.1972245773362196,0.00699641642202267
Tempest,milan,20,6281,0.0031842063365706097,2.1972245773362196,0.00699641642202267
Much Ado about Nothing,pedro,21,6984,0.003006872852233677,2.1972245773362196,0.0066067749318528945
Hamlet,guildenstern,32,10938,0.0029255805448893763,2.1972245773362196,0.006428157476207627
Hamlet,polonius,31,10938,0.0028341561528615836,2.1972245773362196,0.006227277555076139
Julius Caesar,caesar’s,39,6947,0.005613934072261408,1.0986122886681098,0.006167536959558987
As You Like It,audrey,20,7260,0.0027548209366391185,2.1972245773362196,0.006052960268143856
As You Like It,silvius,20,7260,0.0027548209366391185,2.1972245773362196,0.006052960268143856
Julius Caesar,cinna,19,6947,0.0027349935223837628,2.1972245773362196,0.006009394986236961
Julius Caesar,rome,38,6947,0.0054699870447675256,1.0986122886681098,0.006009394986236961
Tempest,sebastian,17,6281,0.0027065753860850182,2.1972245773362196,0.005946953958719269
"Henry IV, Part 1",harry,36,9141,0.003938299967180834,1.5040773967762742,0.005923507962361434
Hamlet,ophelia,29,10938,0.0026513073688059973,2.1972245773362196,0.005825517712813162
As You Like It,celia,19,7260,0.0026170798898071624,2.1972245773362196,0.005750312254736663
As You Like It,jaques,19,7260,0.0026170798898071624,2.1972245773362196,0.005750312254736663
Hamlet,rosencrantz,28,10938,0.0025598829767782046,2.1972245773362196,0.005624637791681674
Richard III,ratcliffe,29,11421,0.002539182208212941,2.1972245773362196,0.0055791535542203275
Richard III,stanley,29,11421,0.002539182208212941,2.1972245773362196,0.0055791535542203275
Othello,cyprus,23,9136,0.0025175131348511384,2.1972245773362196,0.005531541733661674
"Henry IV, Part 1",worcester,23,9141,0.0025161360901433103,2.1972245773362196,0.0055285160571855434
Julius Caesar,lucilius,17,6947,0.002447099467395998,2.1972245773362196,0.00537682709294886
Julius Caesar,romans,17,6947,0.002447099467395998,2.1972245773362196,0.00537682709294886
"Henry IV, Part 1",poins,22,9141,0.0024067388688327317,2.1972245773362196,0.00528814579382965
As You Like It,shepherd,25,7260,0.003443526170798898,1.5040773967762742,0.005179329878706178
Merchant of Venice,portia,25,7351,0.0034008978370289756,1.5040773967762742,0.005115213565420603
Tempest,naples,21,6281,0.0033434166533991404,1.5040773967762742,0.005028757416383022
Tempest,stephano,21,6281,0.0033434166533991404,1.5040773967762742,0.005028757416383022
Richard III,gloucester,26,11421,0.0022765081866736713,2.1972245773362196,0.005001999738266501
Othello,moor,56,9136,0.006129597197898424,0.8109302162163288,0.0049706755810107715
Much Ado about Nothing,margaret,23,6984,0.003293241695303551,1.5040773967762742,0.004953290396027249
Merchant of Venice,gratiano,24,7351,0.0032648619235478168,1.5040773967762742,0.004910605022803779
Tempest,gonzalo,14,6281,0.002228944435599427,2.1972245773362196,0.004897491495415869
Much Ado about Nothing,signior,42,6984,0.006013745704467354,0.8109302162163288,0.00487672810439373
"Henry IV, Part 1",glendower,20,9141,0.002187944426211574,2.1972245773362196,0.004807405267117863
"Henry IV, Part 1",francis,28,9141,0.0030631221966962037,1.5040773967762742,0.004607172859614449
Tempest,miranda,13,6281,0.0020697341187708965,2.1972245773362196,0.004547670674314736
As You Like It,oliver,15,7260,0.002066115702479339,2.1972245773362196,0.004539720201107892
Merchant of Venice,ducats,30,7351,0.004081077404434771,1.0986122886681098,0.004483521787517793
Julius Caesar,pindarus,14,6947,0.0020152583849143515,2.1972245773362196,0.004427975253016708
"Henry IV, Part 1",hotspur,18,9141,0.001969149983590417,2.1972245773362196,0.004326664740406078
As You Like It,touchstone,14,7260,0.001928374655647383,2.1972245773362196,0.004237072187700699
Richard III,edward’s,22,11421,0.001926276157954645,2.1972245773362196,0.0042324613169947315
Richard III,york,32,11421,0.002801856229752211,1.5040773967762742,0.0042142086241870914
Julius Caesar,capitol,19,6947,0.0027349935223837628,1.5040773967762742,0.004113641937346943
Julius Caesar,caius,13,6947,0.0018713113574204694,2.1972245773362196,0.004111691306372658
Julius Caesar,decius,13,6947,0.0018713113574204694,2.1972245773362196,0.004111691306372658
Julius Caesar,metellus,13,6947,0.0018713113574204694,2.1972245773362196,0.004111691306372658
"Henry IV, Part 1",bardolph,17,9141,0.001859752762279838,2.1972245773362196,0.004086294477050184
"Henry IV, Part 1",westmoreland,17,9141,0.001859752762279838,2.1972245773362196,0.004086294477050184
Tempest,island,17,6281,0.0027065753860850182,1.5040773967762742,0.004070898860881494
Tempest,monster,43,6281,0.006846043623626811,0.5877866649021191,0.0040240131493060214
Hamlet,denmark,20,10938,0.0018284878405558603,2.1972245773362196,0.004017598422629767
Tempest,alonso,11,6281,0.0017513134851138354,2.1972245773362196,0.0038480290321124687
Richard III,rivers,20,11421,0.0017511601435951317,2.1972245773362196,0.003847692106358847
Julius Caesar,trebonius,12,6947,0.001727364329926587,2.1972245773362196,0.0037954073597286074
"Henry IV, Part 1",henry,23,9141,0.0025161360901433103,1.5040773967762742,0.003784463420397583
"Henry IV, Part 1",sack,23,9141,0.0025161360901433103,1.5040773967762742,0.003784463420397583
Much Ado about Nothing,borachio,12,6984,0.001718213058419244,2.1972245773362196,0.0037752999610587965
Much Ado about Nothing,ursula,12,6984,0.001718213058419244,2.1972245773362196,0.0037752999610587965
Richard III,dorset,19,11421,0.0016636021364153752,2.1972245773362196,0.0036553075010409045
As You Like It,forest,24,7260,0.003305785123966942,1.0986122886681098,0.003631776160886313
Othello,handkerchief,30,9136,0.0032837127845884414,1.0986122886681098,0.0036075272176054394
Richard III,tower,27,11421,0.002364066193853428,1.5040773967762742,0.0035557385266578585
Julius Caesar,cicero,11,6947,0.0015834173024327047,2.1972245773362196,0.0034791234130845563
Julius Caesar,cimber,11,6947,0.0015834173024327047,2.1972245773362196,0.0034791234130845563
Julius Caesar,philippi,11,6947,0.0015834173024327047,2.1972245773362196,0.0034791234130845563
Julius Caesar,publius,11,6947,0.0015834173024327047,2.1972245773362196,0.0034791234130845563
"Henry IV, Part 1",welsh,14,9141,0.0015315610983481019,2.1972245773362196,0.003365183686982504
As You Like It,charles,16,7260,0.0022038567493112946,1.5040773967762742,0.003314771122371954
"Henry IV, Part 1",wales,20,9141,0.002187944426211574,1.5040773967762742,0.0032908377568674632
Merchant of Venice,chooseth,11,7351,0.0014963950482927493,2.1972245773362196,0.003287915977513048
Richard III,mayor,17,11421,0.001488486122055862,2.1972245773362196,0.00327053829040502
Richard III,norfolk,17,11421,0.001488486122055862,2.1972245773362196,0.00327053829040502
Much Ado about Nothing,friar,15,6984,0.002147766323024055,1.5040773967762742,0.003230406780017771
Tempest,tunis,9,6281,0.0014328928514567743,2.1972245773362196,0.0031483873899102012
Othello,brabantio,13,9136,0.0014229422066549913,2.1972245773362196,0.003126523588591381
"Henry IV, Part 1",hostess,13,9141,0.0014221638770375233,2.1972245773362196,0.0031248134236266114
"Henry IV, Part 1",peto,13,9141,0.0014221638770375233,2.1972245773362196,0.0031248134236266114
Merchant of Venice,bond,39,7351,0.005305400625765202,0.5877866649021191,0.0031184437397881433
As You Like It,frederick,10,7260,0.0013774104683195593,2.1972245773362196,0.003026480134071928
As You Like It,ganymede,10,7260,0.0013774104683195593,2.1972245773362196,0.003026480134071928
"Henry IV, Part 1",jack,34,9141,0.003719505524559676,0.8109302162163288,0.0030162594192490078
Much Ado about Nothing,prince’s,14,6984,0.002004581901489118,1.5040773967762742,0.003015046328016586
Merchant of Venice,casket,10,7351,0.0013603591348115903,2.1972245773362196,0.0029890145250118616
Merchant of Venice,jew’s,10,7351,0.0013603591348115903,2.1972245773362196,0.0029890145250118616
Merchant of Venice,salarino,10,7351,0.0013603591348115903,2.1972245773362196,0.0029890145250118616
Merchant of Venice,tubal,10,7351,0.0013603591348115903,2.1972245773362196,0.0029890145250118616
"Henry IV, Part 1",scot,12,9141,0.0013127666557269445,2.1972245773362196,0.002884443160270718
Merchant of Venice,clerk,14,7351,0.0019045027887362263,1.5040773967762742,0.0028645195966355377
Julius Caesar,ligarius,9,6947,0.0012955232474449402,2.1972245773362196,0.002846555519796455
Julius Caesar,strato,9,6947,0.0012955232474449402,2.1972245773362196,0.002846555519796455
Julius Caesar,volumnius,9,6947,0.0012955232474449402,2.1972245773362196,0.002846555519796455
Merchant of Venice,venice,19,7351,0.0025846823561420213,1.0986122886681098,0.0028395637987612683
Much Ado about Nothing,messina,9,6984,0.001288659793814433,2.1972245773362196,0.0028314749707940975
Much Ado about Nothing,verges,9,6984,0.001288659793814433,2.1972245773362196,0.0028314749707940975
Julius Caesar,portia,13,6947,0.0018713113574204694,1.5040773967762742,0.0028145971150268555
Hamlet,fortinbras,14,10938,0.0012799414883891023,2.1972245773362196,0.002812318895840837
As You Like It,corin,9,7260,0.0012396694214876034,2.1972245773362196,0.002723832120664735
Richard III,derby,14,11421,0.0012258121005165922,2.1972245773362196,0.002693384474451193
Merchant of Venice,gobbo,9,7351,0.0012243232213304312,2.1972245773362196,0.0026901130725106755
